amt,user_id,latitudinal_distance,longitudinal_distance,is_fraud
5.315919188142924,4,0.9096919214846533,0.4600802991056818,1
21.637094568153735,9,0.6790152754040317,0.2865049946103592,1
299.8834813497446,9,0.2832874847390672,0.877294710142036,1
926.612778562062,1,0.6383928478317713,0.09418920435048705,1
308.5258312592539,1,0.29455937566099355,0.2686298087092209,1
785.4635526728138,2,0.41664751644036097,0.5200703662989334,1
308.5937902997722,2,0.324051298417278,0.7421467413228765,1
750.8568642192389,9,0.6316383622961532,0.6608434244770343,1
21.55531476707453,9,0.621179871337682,0.2730282280970292,1
1084.7429595464591,8,0.011695975676749647,0.1861951371627698,1
951.8315236884855,8,0.7521110811180343,0.47369288847286034,1
904.0612061508293,6,0.43445529405820765,0.5796940216742578,1
109.32134819893247,0,0.2745014714815973,0.16401920040516837,1
745.879489073063,3,0.1997850796731283,0.6158971486222551,1
13.12520984713231,0,0.4254942571822272,0.11375110170683356,1
305.8976607157317,1,0.15735651740318188,0.07185489179924492,1
981.4203832411185,5,0.5001814207881372,0.3772432337775698,1
988.6685757465253,2,0.6213241306682755,0.4480986654850233,1
941.0783349387708,6,0.6549717752089,0.22585887604449992,1
305.3415144629163,7,0.5741483528515281,0.03675862422872333,1
321.3574211452914,9,0.550636977529056,0.7341408834234293,1
898.9480444249363,5,0.6018614191071232,0.6167100161397907,1
328.69601740141496,9,0.5012207267531797,0.8108099218051452,1
6.809632866766705,8,0.8313782752441226,0.42197379804701995,1
942.5856664709912,6,0.6468789500194276,0.26317780945856345,1
263.72723100459126,0,0.7690780186647045,0.4319025255987789,1
833.2914201815306,0,0.3340964454129147,0.8070242518420447,1
936.8696351762655,1,0.25357571791451694,0.366014313115088,1
632.6915846924805,6,0.5259988459970899,0.6112730420007936,1
982.4098006410347,5,0.5208794359872663,0.32484790076655035,1
19.899958246067676,0,0.49897793759017206,0.5533528536222914,1
322.29448411151566,9,0.6660689542321451,0.6787564345408281,1
1074.717940291374,5,0.47826193003237405,0.4008530002081383,1
316.357603701621,5,0.2773649324561318,0.23270780653102313,1
899.5750673084415,8,0.44225559421488575,0.45868758236751583,1
319.6996289068645,3,0.9296311952409689,0.7377155781058268,1
334.8486031835567,7,0.3515071740295941,0.9323691668494101,1
61.23596693977032,1,0.41159136202372315,0.17423304463599726,1
933.3625940720741,2,0.6249960919660998,0.07598045983049945,1
1087.577981167847,9,0.04579647159438642,0.6261583982177699,1
22.412276660925585,1,0.2974926754238701,0.5862892505205423,1
1053.193589208284,2,0.9787372471972818,0.49392063375339473,1
262.69619220494536,0,0.7306161394217208,0.5186097875214504,1
1053.174537461109,3,0.9663805332980844,0.48275784678855016,1
1039.7536504822278,2,0.6465322195099814,0.05796961302258878,1
295.119009155004,9,0.20486704036238426,0.7942481549450354,1
16.26622979480278,8,0.69783906612748,0.476871259642034,1
317.77277819383727,6,0.2321799177642913,0.8280378414187262,1
20.70518867057792,0,0.840794340538906,0.7975399657081903,1
323.01070240354215,6,0.691178221964931,0.6667776768261521,1
7.592038012681506,0,0.5882398808273401,0.19549431777530146,1
612.5281735688321,1,0.5404899108978893,0.7850922225027773,1
757.5867240867094,7,0.5370304477964783,0.6406540725904413,1
303.61686149937424,8,0.3078999161917837,0.7510254670325995,1
21.527648734691816,0,0.21729578986470524,0.4878018472022696,1
770.091025380987,4,0.47495235626460364,0.47215639557535266,1
1087.786835533473,9,0.04830863495451128,0.6585702313738906,1
718.6151205580762,3,0.07744301397079867,0.7336064507352368,1
23.928050152027566,1,0.49461513349558,0.7821716809717966,1
12.374797336848864,0,0.46853669825829036,0.20015506980782916,1
319.30292658047466,2,0.9533319239118772,0.725642193491545,1
1084.4745981574883,7,0.004909820192353059,0.07697647508701833,1
10.351115414169017,1,0.5437941464747843,0.636835143349815,1
10.507577163622042,1,0.5217373859616149,0.6745924058046248,1
8.548882834269927,2,0.7290338076883275,0.4859478248853825,1
305.4707740982239,6,0.5313028513579583,0.03883762535604844,1
1071.2507767113368,5,0.4751957891660713,0.5114963191125155,1
883.3179436488382,1,0.49760046759744747,0.5659065403775593,1
299.7434530374659,4,0.30198204438011594,0.21276277628235846,1
290.0436056405865,3,0.7047595191763785,0.4023138019814763,1
300.1570973120379,7,0.12825478230309295,0.6288940948399031,1
329.7427946703989,6,0.6129643608496399,0.5170187006613808,1
897.870570021949,1,0.8863283761989242,0.899552870441084,1
1050.7866334099542,2,0.6901462876048592,0.4214456841708026,1
8.438453751830265,9,0.636973231611743,0.20265275338480915,1
954.4799701751377,8,0.720881898596055,0.32516650947218867,1
1073.626861770002,5,0.7288738842756735,0.4800817393642022,1
5.307250656856068,2,0.9696616807350453,0.34605936000099946,1
308.9828650199634,1,0.3388217276097215,0.5386030219635939,1
711.3923212575213,4,0.16333081225821428,0.35353466569347597,1
8.725894918218414,3,0.7559896896406764,0.2914849405841238,1
1056.0424435847194,4,0.5536556554320998,0.6213102404921017,1
19.690010097480886,0,0.8342123191054192,0.5485563783463568,1
6.414331200381212,4,0.6974764653219213,0.34115597646170437,1
977.8355875922431,8,0.35645565728506345,0.39060276221324886,1
11.009993964623526,0,0.45091057304265564,0.7958353491018579,1
691.8829591102913,8,0.5872012329231154,0.6745537942869853,1
758.9755893317009,6,0.5301353721121229,0.6219388671614765,1
1049.693268246789,1,0.7275885467269725,0.5394108542190301,1
306.60621779298725,5,0.32787039633513065,0.9181068316149699,1
10.797700838140093,0,0.43507967864342223,0.9334397903954347,1
1037.0807268016247,1,0.8212003681260742,0.4490283269064852,1
319.1471420754163,2,0.9192638983107316,0.6737140251387596,1
751.2513002642384,9,0.6633523843580725,0.6167393364482718,1
6.117282505167707,8,0.8170141598582512,0.5368867211339906,1
10.370337060010817,1,0.5410844283456974,0.6414737002456659,1
775.0404338615377,3,0.6819081177285902,0.3814872538073535,1
904.8147522005893,6,0.4432009027328854,0.6111171970286232,1
292.62009782347656,4,0.5162872485539507,0.48296257655247676,1
17.267863079755408,8,0.6615150590895007,0.45733229051624075,1
304.2264530884781,8,0.4013304416915584,0.26878958030894823,1
1106.0044771968505,6,0.15514549815097006,0.2321656437612602,1
338.1907439159786,9,0.3946438321619018,0.5945125314921849,1
298.87898416840113,4,0.43165237473982765,0.24085801452696265,1
902.1085306030504,2,0.6980941648482377,0.8142246203855625,1
19.258494546374564,0,0.029839655526482933,0.24566772309152873,1
39.03102255298381,1,0.6118626692972009,0.40431284745221163,1
44.07092003462462,3,0.5089750260368451,0.19718377773055495,1
898.6615048889026,1,0.8445431379447674,0.8769191997200825,1
270.4416377931284,1,0.5957930185737991,0.6288617129028198,1
961.3753750049249,8,0.7974640460871366,0.5014445211044926,1
9.04720989111965,8,0.6305065175078015,0.1058841683792412,1
317.0999156840933,3,0.4336411272655397,0.1371436958712535,1
1199.8372703522061,2,0.39173343660455606,0.6032040308725144,1
1087.1239775501663,9,0.09145720603039786,0.7098487159409557,1
306.5097744894293,5,0.491802650448906,0.42027264500428596,1
16.445597553891808,5,0.1962097630607786,0.29095219568865544,1
318.40550078310326,7,0.24888074193187026,0.9175870408104846,1
941.9284466736841,4,0.43754227384011163,0.3695848242606742,1
307.76328305753356,2,0.265573085369797,0.6668423301615222,1
6.390894302857189,1,0.7531973673303485,0.20177316302677986,1
882.5534062559328,1,0.598746242396746,0.6220548303553143,1
982.0695863046419,5,0.33308766144725244,0.5949359135795814,1
275.0038234942434,1,0.6178237719858483,0.5785920593527694,1
899.401791491729,1,0.8054336570407327,0.8557348975637302,1
23.474661249584972,1,0.5350645355762429,0.7687478134681041,1
322.3877922773073,8,0.6834358362151192,0.6685373099511093,1
1073.8116417255203,5,0.9825263686688641,0.5287964549099143,1
899.3384737396931,7,0.5024794117144764,0.5183139413601662,1
939.7104224927012,5,0.6496574300415745,0.1992871502078725,1
880.1666626606318,1,0.5011089788191346,0.5467692064410837,1
976.4597061363718,5,0.812407994671278,0.3166829749732901,1
303.6054730169032,3,0.1585200644584248,0.12033601910103212,1
19.737805932373,0,0.8264760630391607,0.5402198955163369,1
1050.0184020371048,3,0.8242369651946729,0.3077215521818699,1
317.1656651005517,5,0.2895322662555679,0.28341488068323173,1
1052.9576643412124,1,0.7001676195338159,0.5491107740424597,1
8.778548866957829,2,0.7474637979657518,0.3317029831789389,1
22.687187217405878,7,0.630290972985586,0.41772881006788,1
1028.910231487737,6,0.46567400247602964,0.053125196494893646,1
319.5403635985534,4,0.7646453553775128,0.79018527202275,1
779.8525439409791,3,0.7563276977473969,0.35288550899251653,1
292.5265557933725,4,0.5211031364539669,0.48115141410016515,1
20.56875956589224,1,0.3713661709602555,0.2538835698270847,1
43.97686297035494,1,0.37454189747060235,0.18671162332222624,1
21.423522846979253,3,0.5892439767563425,0.2677243976756343,1
309.7829757716567,1,0.4234669028339221,0.34385666154778444,1
318.5297376025993,3,0.751253869221735,0.5947931459156373,1
1049.466822551517,2,0.6512492493834154,0.4639713222611444,1
945.572679858999,3,0.29149883087400263,0.46133409633960754,1
316.8826072032173,5,0.23582157269630652,0.2985410521855464,1
1077.3133768231023,6,0.7665918134545491,0.5796266441442932,1
756.1210387078642,5,0.46053836822456024,0.4502207385705117,1
318.2598051388162,5,0.395487748056222,0.9003796868291424,1
298.1826984690199,4,0.5684791964325318,0.40409190554631236,1
1062.2303684755316,10,0.187660401756078,0.8012692593042449,1
1041.285880860228,1,0.706174839702464,0.11963704096614675,1
15.413169892559129,7,0.5623746181317071,0.4322046038164007,1
1031.8534859035972,6,0.5293614564146495,0.11252823451837451,1
23.01145509866613,1,0.5763897902170415,0.7550332784114874,1
1038.4295148616147,1,0.7945901742109197,0.4079622451037901,1
22.889754598352226,0,0.8553356511444734,0.7803181535888444,1
930.4303878490742,1,0.6136044593981129,0.019022296990564423,1
916.5839264323737,3,0.5921356383447237,0.5902165001388364,1
322.62870667817833,7,0.6864302524971317,0.6678567607961065,1
301.75327266336495,7,0.4110015896878977,0.8254530499580027,1
13.448676884149023,1,0.2974292940117329,0.6777704378864462,1
652.6075242189153,3,0.5502497015079704,0.7722503927526705,1
1062.5031385279046,3,0.994565560293458,0.5236477161850455,1
301.6200114652856,7,0.1274544611489481,0.6161566395532139,1
726.9403565077291,3,0.035130329849981067,0.7366454096343589,1
302.95794873488444,8,0.07164419946500816,0.7228837904127001,1
978.2490950979633,7,0.31202692655550357,0.4585953666487865,1
48.91551984727144,2,0.464559161884743,0.1788858069335754,1
878.9278576050591,1,0.49857586253769626,0.5354213557465838,1
1042.4589950974055,1,0.788356441181795,0.5179147282894331,1
5.783135251402914,1,0.9190562530814357,0.4045926686634935,1
20.27955642736814,1,0.7387880759422731,0.4457285301102081,1
20.08987860840594,0,0.637877321232479,0.6444502477608147,1
303.22970857294257,6,0.4270095396999861,0.09809891321529098,1
318.98106482003595,2,0.8829449833715034,0.6183549400119914,1
768.4868760774946,3,0.365250938007893,0.45182849259702496,1
13.267225488568982,1,0.3027996043741915,0.7090158799952964,1
302.86089171770305,7,0.013403322824507735,0.6341840465690242,1
11.063266303091805,0,0.3871947715996721,0.8453142775636067,1
54.77459534276939,1,0.4375509040655491,0.18908404122743083,1
19.270715976433564,0,0.9157485065049511,0.6549059266400559,1
6.550792427567494,4,0.9141876983984761,0.2956704927119491,1
12.25737354220417,0,0.3769439743890445,0.651445483641332,1
8.063919514452312,7,0.8369250505778841,0.2471469817919617,1
325.35445277087683,5,0.6458479677094133,0.7058964258476444,1
946.7010051875898,4,0.34798259275815574,0.5647597246238841,1
1042.9426312916046,2,0.7082864425870155,0.09347895854012922,1
763.810848868547,3,0.4167873328308248,0.38968304345232435,1
988.7443969674691,2,0.6521223080250871,0.40468598411278567,1
6.356170508934554,4,0.9228697170735515,0.3035566596751426,1
313.31635926876675,7,0.9397499036181534,0.264375087877566,1
764.2899820824742,3,0.37793887499265866,0.46546149064951015,1
308.53904487659406,1,0.29550320547100367,0.2700818545707749,1
16.46140408086179,5,0.19304127288179634,0.28968767353105707,1
602.4507214127578,2,0.5600291232488391,0.7199727386321081,1
1076.3168593686974,5,0.44779211153990534,0.4991208868100765,1
738.354768868395,3,0.1317586499536455,0.6686457749768423,1
1081.599253501281,7,0.4875943011631353,0.6392846228363934,1
730.7291734295679,4,0.1997472242822019,0.36619870042829583,1
1058.9727517181443,7,0.36174920120387855,0.7174549910136258,1
20.61721730556988,0,0.029490922291424415,0.22946130166300938,1
1153.5649847528023,3,0.4473797243335573,0.5655549495518039,1
761.1853919322045,6,0.5191647209039488,0.5921613853107184,1
7.073380090868567,2,0.8616866794544973,0.31273239818262866,1
23.130590704379927,2,0.39905141771696606,0.7029534843086571,1
988.4605711936869,1,0.5368337857542571,0.5671950775969404,1
263.8688695425129,0,0.6395344044650143,0.613866101997006,1
14.894570219686734,6,0.4761597461342141,0.42250193067607467,1
911.4712050696228,4,0.42647912257744447,0.5138406449417235,1
320.2689223448934,8,0.5451288760615727,0.5384292658655326,1
901.8948527152285,2,0.7076061304616079,0.8185482411189127,1
316.82689462166627,5,0.23617581454431852,0.28772057391899797,1
626.8137067764864,6,0.5631310707857676,0.553422308353262,1
983.1778177984332,4,0.33919686794107323,0.6344849871974741,1
1073.6649724042495,5,0.7811893912881464,0.4901290883930877,1
733.3450983238037,4,0.17510268586772734,0.7446798645215155,1
884.8036505439848,1,0.6415286646634126,0.6631704050012017,1
950.2286054484761,5,0.5154940649415094,0.3643500273519813,1
1180.8471064178082,3,0.2006492508854279,0.4538790566663189,1
599.8056709897596,1,0.5524271186518872,0.7424433698672159,1
979.8259548628647,6,0.32071948038523057,0.5148682151254402,1
10.427443966553653,1,0.533033940826117,0.6552547072065238,1
1060.552516326783,4,0.810828509042005,0.5598838459776949,1
6.098942555489494,1,0.8077862617600373,0.23841918964949582,1
317.5722338173283,2,0.5748521428803851,0.1487446057761066,1
266.9749291492407,1,0.5375410056172711,0.6659303663024372,1
317.04006676866777,3,0.41272921211096714,0.14728280624922807,1
263.14417565163785,0,0.6958213086106537,0.5549993814113581,1
57.65905045872377,0,0.6216804031359586,0.5323963029203794,1
323.26522596186595,9,0.2589810356204806,0.7997126810138726,1
1056.0272239048113,4,0.5546523952535358,0.6208108758310629,1
8.183118307246664,8,0.7988443594030574,0.20765495492428182,1
901.9401319375676,7,0.40983823841171546,0.49124436824674506,1
310.1642370501307,4,0.562873296069827,0.6596642747088111,1
13.137712652123094,1,0.30663271971294875,0.7313176419662475,1
732.5557084012607,7,0.563196495279283,0.2989688381029172,1
11.795621458792134,0,0.35111169000235704,0.9375380332238953,1
1039.6771836088603,1,0.8681461819897693,0.5033630209988196,1
319.7786946253558,6,0.4801613360832585,0.8492005738976219,1
753.4212398083723,6,0.41207423341495997,0.6448699274890923,1
20.918339485745815,0,0.8182612543640139,0.797207782619617,1
19.16494560327163,0,0.8556365059934935,0.6121035465986157,1
1048.4987771861697,2,0.6521621798496559,0.23263347512807492,1
15.117638615357974,6,0.4624051684668789,0.3971889107713621,1
17.224810560729885,7,0.3929335750148921,0.3586426699808112,1
19.288326258745094,8,0.6131311713532985,0.32965908276358946,1
1073.957831907117,5,0.9806086843183224,0.5248245900438682,1
983.8931908299226,4,0.4500569426367039,0.5381556610739658,1
863.1964059752521,1,0.7182078578285944,0.4767967525742732,1
1131.278732509607,3,0.7179391579226964,0.607789337681273,1
767.6440708886381,3,0.3517991670378084,0.4568987755011338,1
1076.125848554956,5,0.454090166129752,0.49539636992737457,1
879.9712814235187,1,0.5013265085365682,0.5455826807096276,1
319.3163447744299,8,0.204289239191624,0.9210913806392514,1
1073.4077383409428,5,0.9669537490014009,0.5401613702012689,1
317.45889612715945,2,0.48049550829162724,0.22119917917495593,1
882.7823232389651,1,0.6030984912099528,0.6262375110329417,1
11.633944009835368,1,0.5441842813906427,0.15407115872887345,1
19.23179735586099,7,0.3190754777093092,0.2518196513212464,1
754.7837848254792,3,0.17877366972305223,0.5388960488570429,1
293.2404292759312,4,0.48435030285636105,0.49497344517938,1
778.2478296336312,3,0.6721237503775136,0.3710813045161235,1
913.3778715206414,4,0.5507050264124953,0.6315266742456805,1
764.7183338325897,6,0.6373357626648455,0.38822154629845484,1
985.7759530161728,7,0.7750645961000139,0.45593097928429327,1
319.2442171937252,8,0.2030537204480705,0.92289457015687,1
297.25430939252317,3,0.6875962355694879,0.3468150201488856,1
1052.4339488463477,1,0.704566829690681,0.5475545908577183,1
301.66043984027687,5,0.26202615285053665,0.14994082670513922,1
322.51732215852354,4,0.891144975466603,0.674878822812355,1
283.8312166419243,1,0.7751063070968798,0.36100338643621965,1
781.7475030768882,3,0.8557616210429841,0.33139863821140114,1
307.40247768993066,1,0.23189791772686227,0.4776928495697135,1
312.153792935844,6,0.8246569652426322,0.38700651466267383,1
318.6343524629379,2,0.5676518086274914,0.20287861937843024,1
896.6180682030506,1,0.8661484571938016,0.8790387770433938,1
9.58590125510191,7,0.7676780404035515,0.2810610199232137,1
7.0828602965799465,6,0.8904523287771027,0.2741108653058683,1
1038.8511859866444,3,0.6314799449745597,0.057566427097532846,1
598.8981527098106,0,0.5369485874643276,0.7397762769263094,1
302.3445819804421,7,0.023279278458200048,0.6121913149149629,1
317.4267473083903,2,0.535964249372162,0.09139251151059419,1
356.44581851582075,6,0.6640826278978934,0.4347486600094952,1
8.206176988865385,9,0.6501314631307641,0.23718538915538545,1
968.3170162156183,8,0.5165082952315182,0.4948510939546529,1
5.883867692532895,3,0.9439389876936998,0.322694580488444,1
1059.1992790011384,7,0.34691388502348225,0.7248874548085947,1
734.3366351848686,3,0.09543314133787911,0.6968130724377675,1
316.87728950010614,3,0.35585291944885794,0.1748591905702507,1
16.960559711322574,9,0.8080974648881337,0.5132267316658171,1
290.64722992555346,4,0.5632445847694616,0.5304290086447591,1
295.9664568408201,8,0.19804195832896582,0.7011142230306796,1
763.7308718252038,5,0.5065275866833852,0.557860592426331,1
1086.7616146841985,9,0.03597696907880396,0.49946756184025504,1
6.1453501852725445,8,0.8175964768728744,0.5322281850170051,1
901.4267629898058,2,0.7284433514655189,0.8280197052115995,1
18.480642485290538,6,0.2214101081280393,0.24496326812131322,1
753.3945510083825,9,0.8356771560053917,0.3770905500713547,1
919.1444760344361,2,0.5450943079743262,0.33788223484357155,1
13.15574151067403,0,0.42720232227547017,0.09483428079916774,1
93.2652977774261,0,0.28290865929267994,0.10061593781045762,1
6.282326360734488,4,0.9261638798185359,0.30654885750183675,1
899.1284362323955,6,0.555943504481131,0.5712476363811199,1
12.47454211441898,7,0.5351906172504407,0.266340082415211,1
329.5026465890583,6,0.6163499071091398,0.5228418402277207,1
645.8661455421518,6,0.4819824501771504,0.4058765464481305,1
292.2670612926857,3,0.5505974167381495,0.3514770914338712,1
20.25409198108334,0,0.28619412757207735,0.24873996507540078,1
300.72811748173814,6,0.24188899429224114,0.5611313158224891,1
316.565228493077,4,0.24450770316118764,0.23659996552215457,1
986.6967268816131,6,0.7886116138903992,0.3759189054598295,1
5.560240276836938,2,0.958375898431066,0.33580810774155156,1
21.21685885205248,1,0.6030470493158406,0.32105676745342415,1
17.496346070552526,4,0.19350991724127797,0.29990914411328123,1
978.0339154755296,8,0.33019800490721585,0.4436898240945168,1
596.2088700330786,0,0.5364180261470932,0.7684265880569678,1
910.7678156196652,4,0.44035930171726606,0.594526933845374,1
1061.3126838126598,9,0.21866051668229278,0.7931949661014261,1
889.8519151783504,2,0.49032580293908357,0.6055865294231804,1
321.08562484798586,9,0.5800722516865877,0.7260546014342626,1
23.320597698717496,1,0.5488094209967724,0.7641863240208514,1
1205.5311481507247,2,0.3638625740650653,0.6263615060815414,1
1050.98142546572,2,0.690261160763272,0.4295360366133006,1
1059.1686848264487,7,0.34891750352277334,0.7238836459396885,1
312.4690395963848,5,0.8472526202586333,0.2659190583432398,1
19.06149021648335,3,0.2890353629922283,0.24807709592849048,1
781.9621203785903,3,0.8857107885813554,0.3296601302581481,1
273.6026877405258,1,0.7560322282205459,0.4320285273713113,1
350.1611620216226,8,0.6247714211971213,0.21210465201836032,1
296.8125132890805,3,0.7416230066379242,0.30801831810488356,1
907.3393541502938,5,0.3968369538315573,0.6394240368374332,1
1049.1239724949019,3,0.783954344373377,0.2581173331539931,1
980.030431697901,7,0.600549206348453,0.17885404040410033,1
751.8303163993629,9,0.7974229655335463,0.3796038666812622,1
982.267910770937,8,0.681247211591781,0.39664127269132915,1
301.3325242993802,5,0.22755110379644522,0.16077375082404693,1
316.20992980622464,5,0.30923604480584543,0.23328086940868048,1
983.3591848801797,4,0.8192432633156989,0.23217419900590455,1
1050.965804542443,3,0.8669053410554409,0.360263601795543,1
19.755396972064236,3,0.3763603435858616,0.25360823673384536,1
948.1960371271183,4,0.41770779062266433,0.40668892270420853,1
725.9041517400246,8,0.5677049744779284,0.6608433416856228,1
1048.8820544946377,4,0.5447456707431957,0.21583031522898122,1
20.662310434049697,0,0.7878965219834342,0.6488564989839567,1
1029.189855462866,6,0.4661117237913854,0.06404220853636923,1
1048.7647113633177,2,0.68895391571552,0.33746863539305577,1
312.2153228097022,5,0.8072232101317726,0.2732807889412832,1
838.014345544701,0,0.43362371550320167,0.6404414735211665,1
900.2162834970376,8,0.385,0.41444445374742045,1
305.11952001685466,7,0.34312861035333364,0.9145857053030769,1
1106.5814403708223,4,0.8365974534867714,0.5747832370760935,1
933.5759295024122,1,0.8022652625287672,0.34540208350693014,1
280.6863495789394,2,0.6497190896713068,0.5126907044291381,1
977.7636626870984,8,0.3312819404844408,0.41627595752182023,1
921.2035065258345,2,0.5578776458366668,0.27350899775107074,1
1039.88611981888,2,0.648741685735601,0.058028795153632164,1
962.9249153829708,8,0.7196597759988367,0.4478066377123367,1
17.22588657209885,7,0.3996462305551375,0.3611092191189038,1
299.0568305778078,6,0.4719967268253385,0.7379153603486497,1
936.6636436694818,2,0.7654112357840698,0.3319354442065962,1
321.39667373729134,9,0.6185095586032454,0.7038257974342678,1
943.9050543819147,2,0.21126985128707707,0.4960711429712348,1
1070.3651782392083,6,0.4491706451488589,0.5381906811187419,1
1205.0606098232938,2,0.36609276783285816,0.6266545242408135,1
6.789787880030647,1,0.6786125786817696,0.1517037088086532,1
948.844463302418,7,0.6861792909666938,0.269393239875901,1
984.6917799419059,8,0.756993123184557,0.5318477248844342,1
753.1208017006443,9,0.8136667649797581,0.40769998275216424,1
292.9251166838622,7,0.36504411772088674,0.7014731744821795,1
794.4359799780595,2,0.7324160405726146,0.47476542272139294,1
615.0215516735918,6,0.5961583057398243,0.6131791256808132,1
1084.8967299404267,8,0.16489455105025294,0.6664196494815753,1
289.66584298953825,3,0.648635725643382,0.45673767643863555,1
12.550219633187083,0,0.39332697248599063,0.4700037797176535,1
1037.1400334782923,1,0.8195781251053265,0.44438281280161673,1
1050.285394101635,3,0.8362615457684189,0.32252868032640014,1
6.690641139513856,3,0.6656334296535862,0.25152372791379796,1
1056.5680420626602,7,0.3306256127837529,0.5712404794609816,1
20.726642187348162,1,0.4141007459024111,0.2564643434470373,1
738.2279041969929,8,0.6412718944612592,0.31352526845887885,1
753.9143319289128,9,0.8054345821319215,0.364782922663369,1
1174.159505924219,4,0.1869981228420538,0.4276417821999758,1
95.25261115571928,0,0.2436093207202102,0.27139646326934275,1
1144.0224983937549,3,0.3487105762546176,0.48913998432762507,1
719.068973014371,4,0.20179048370075275,0.301722514331802,1
8.332221068335997,1,0.7116473696812836,0.6314589368212571,1
305.08740527144454,7,0.34345820905622676,0.9145096440639477,1
318.41075797235874,7,0.2261050071121699,0.5953379645737193,1
760.1800998389682,7,0.7254439153214962,0.37383202387965514,1
1033.3051787572515,5,0.538977665050209,0.05508868745670203,1
317.8991583096268,6,0.20950712829774812,0.9498802320120062,1
322.4936481551514,4,0.6689197275911727,0.5591687976835771,1
20.8199094930002,0,0.8286667107399789,0.7973611800109088,1
780.6407049226389,3,0.8877390094525057,0.32577212772641445,1
21.046110271573653,10,0.7293252612150998,0.33354877110247216,1
1168.912644545176,2,0.5374219926417884,0.6491649333397971,1
735.3686480326494,5,0.2833480424041499,0.625683580189,1
19.692578589324953,0,0.8337965818208917,0.5481083855828573,1
811.7442530608656,1,0.5058033170377645,0.6915727880263696,1
930.367655144084,1,0.58045121680015,0.03677015119405179,1
748.6115248645965,8,0.6969045992329301,0.42772045371675815,1
323.5823987658189,5,0.6913567593105823,0.6687820590574965,1
754.3508366788419,8,0.7372112744232893,0.3816832253328326,1
341.8462608120884,7,0.5181717476351198,0.543530021230564,1
767.0320911675237,4,0.490138554487471,0.5133760764659928,1
978.2776575202486,8,0.5111801320870177,0.2328083573557002,1
6.189329125133016,4,0.9303124553844008,0.310317146974164,1
308.60967290808793,2,0.32465424928852354,0.7338377841947366,1
6.822581651146615,8,0.8316469222229589,0.41982462221632943,1
940.0159768245277,1,0.09539897931336361,0.5253372599669743,1
319.9924791355363,3,0.9287852722577821,0.7359002884661558,1
8.836301511509888,8,0.6302194359137903,0.10944336507805692,1
293.9908282417623,9,0.27231583448011215,0.7814963555202303,1
314.27459872924464,6,0.7269209309719802,0.24079110940890144,1
264.1669256749607,0,0.6163844135952851,0.638077134114931,1
1042.1724314944413,3,0.5962661089690094,0.06723853778621151,1
34.70897230071515,2,0.46336543256930546,0.5402766156730335,1
9.160366094183994,7,0.628462376020536,0.12681695290800327,1
308.81301825872094,1,0.3323738413032957,0.627458040576534,1
8.531078203182703,2,0.7276050409961428,0.4979055030476661,1
942.6578304890562,2,0.15197418971416632,0.5628878844856742,1
17.09924255505049,5,0.06518365146487917,0.23866059559596087,1
1030.028816551031,6,0.4843309685354391,0.05362493665719926,1
318.37231349519396,5,0.4535067632078825,0.884937363404746,1
1050.7260737036934,2,0.9136368381399974,0.39753002808470583,1
1073.7678246575133,4,0.9940026074633926,0.5309661029758957,1
12.569026062096972,0,0.3234638026464573,0.8292439426702972,1
770.5525166532404,5,0.874773988057308,0.33593390125238026,1
17.23016327766978,7,0.42632629377071085,0.37091274419688264,1
759.6238928561531,3,0.4012525810331771,0.3781712353472946,1
326.9823694077639,5,0.6713218923928654,0.8474848744071828,1
10.067404075717615,8,0.5768526217664258,0.1287292190139266,1
11.070021319140242,0,0.4424483834823132,0.8103211169453013,1
979.6617114305811,8,0.59980348220566,0.25126421573710317,1
15.387798760681799,7,0.5583457259451781,0.4308761582846263,1
17.275705312955967,9,0.7104385292868427,0.4753091020067561,1
908.6936171782401,4,0.3984552447447437,0.5909683087113691,1
984.5689225685106,3,0.3468654338883081,0.6841288614874683,1
280.69710647230863,5,0.3739501311649933,0.7707139702712066,1
982.0929630035761,6,0.651201137948289,0.1748249094813861,1
835.4450000783005,0,0.31551084782735017,0.9194105666829101,1
303.5089901358596,8,0.1744460092168297,0.7930971302143766,1
950.0472142715763,7,0.6910525061003524,0.27198537558529384,1
695.1455390483036,5,0.2550177474994767,0.2776608840120317,1
899.9020282786554,4,0.4922111227821679,0.6590820773762053,1
937.4545593442286,1,0.22416969416992522,0.39563342398826373,1
752.415363926836,9,0.756947128411307,0.48657890385811065,1
734.3213304056378,4,0.25064177493452156,0.6413395644954117,1
274.56294284499796,1,0.7859945370588849,0.3963237421666267,1
1077.4674264966932,10,0.1094191368048357,0.7607208665192944,1
20.119534845789282,0,0.7646892435652695,0.47363927108326453,1
313.47816920775523,7,0.9125379955990136,0.28918594518913476,1
913.4338028386039,3,0.5096400176232612,0.5164199112542915,1
317.1237139821549,5,0.21150836542527718,0.5579818084957419,1
299.4951674408077,6,0.16233336766168005,0.6160777968880425,1
858.9357710485021,1,0.5914462465988589,0.3793845652494604,1
320.52090718611356,3,0.8954955426078357,0.7256287361949828,1
273.0096751030834,1,0.7582896701785992,0.432679712551519,1
938.8075396775265,1,0.2704240237033295,0.5077456870390927,1
988.4810118262998,1,0.5451366621872678,0.5554914587469233,1
301.2849326366646,5,0.11083977686507897,0.3366824855328089,1
